product_name,price,rating,rating_count,robot_type,height,battery_life,noise_level,features,smart_home_ecosystem,manufacturer,suction_power,dust_capacity,water_capacity,suitable_surfaces,max_threshold,room_area,battery_life_spec,charging_time,battery_type,battery_capacity,Model  Model name,Smart home features  Smart Home,Product dimensions  Weight,color
iRobot Roomba i5+,449.0,4.6,16,Robot vacuum,9.2,90.0,70.0,Base station|Obstacle detector|Programmable cleaning schedules|Programmable room boundary|Staircase safe,Amazon Alexa|Apple Siri|Google Assistant|IFTTT|Swisscom HOME App,iRobot,,1.7,0.4,Carpet|Hard floor|Laminate|Parquet flooring|Stone|Tiles|Tiles,16.0,,90.0,90.0,Li-ion,1850.0,Roomba i5+,Compatible,3.18 kg,"Black, Grey, Neutral grey"
Philips 2000 Series XU2100/20,251.0,5.0,1,Vacuum mopping robot,9.7,130.0,66.0,Automatic detergent addition,,Philips,2700.0,25.0,28.0,,,120.0,130.0,3300.0,Li-ion,2600.0,,Compatible,31 kg,White
Severin Rb 7025,879.0,3.9,156,Robot vacuum,7.0,90.0,65.0,Obstacle detector|Staircase safe,,Severin,,0.35,0.35,Carpet|Laminate|Parquet flooring|Tiles,,100.0,90.0,390.0,Li-ion,1300.0,,Not compatible,1.50 kg,"Black, Garnet Red, Grey, Platinum Gray"
iRobot Roomba Combo j5,346.0,4.0,1,Vacuum mopping robot,8.7,75.0,,Carpet detection|Obstacle detector|Programmable cleaning schedules|Programmable room boundary|Staircase safe,Amazon Alexa|Apple Siri|Google Assistant|IFTTT|Swisscom HOME App,iRobot,,0.39,0.21,Carpet|Laminate|Parquet flooring|Stone|Tiles,16.0,56.0,75.0,120.0,Li-ion,2210.0,Roomba Combo j5,Compatible,3.40 kg,"Black, Grey, Silver"
Ecovacs Deebot T10,232.0,4.5,10,Vacuum mopping robot,10.33,260.0,68.0,Camera function|Obstacle detector|Programmable room boundary,Amazon Alexa|Google Assistant,Ecovacs,3000.0,0.4,0.24,Universal,20.0,180.0,260.0,390.0,Li,5200.0,,Compatible,4.80 kg,White
Dreame L10s Ultra_579.0,579.0,5.0,1,Vacuum mopping robot,9.7,210.0,42.0,Base station,Amazon Alexa|Apple Siri|Google Assistant,Dreame,10000.0,0.3,0.45,Universal,20.0,,210.0,210.0,,5200.0,,Compatible,4 kg,White
Dreame L10s Ultra_43920.0,439.2,4.6,229,Vacuum mopping robot,9.7,210.0,59.0,Base station|Camera function|Carpet detection|Configurable cleaning programmes|Obstacle detector|Programmable room boundary,Amazon Alexa|Apple Siri|Google Assistant,Dreame,5300.0,3.0,2.5,Carpet|Hard floor|Laminate|Parquet flooring|Tiles,20.0,200.0,210.0,360.0,Li-ion,5200.0,,Compatible,3.70 kg,White
Dreame F9 Pro,1575.1,5.0,1,Vacuum mopping robot,,150.0,65.0,,,Dreame,2500.0,0.57,0.24,,,,150.0,300.0,Li-ion,3200.0,,Compatible,3.11 kg,White
Ecovacs DEEBOT N10 PLUS,323.34,4.7,3,Vacuum mopping robot,9.3,180.0,70.0,Obstacle detector|Programmable room boundary,Amazon Alexa|Google Assistant,Ecovacs,43000.0,25.0,0.24,Carpet|Hard floor|Laminate|Parquet flooring|Tiles,20.0,400.0,180.0,360.0,Li-ion,5200.0,,Compatible,3.50 kg,"Black, White"
Rowenta RR7447 Explorer 60,353.41,3.9,52,Vacuum mopping robot,6.0,90.0,65.0,Laser navigation|Obstacle detector,Amazon Alexa|Google Assistant,Rowenta,4000.0,0.36,0.11,Carpet|Hard floor|Parquet flooring|Tiles,,,90.0,300.0,Li-ion,,,Compatible,4 kg,White
Aeco Vacubot X3,979.5,,52,Robot vacuum,7.7,190.0,68.0,,Amazon Alexa,Aeco,5000.0,,,,,120.0,190.0,300.0,Lithium,3200.0,,Compatible,2.50 kg,Black
Roborock QRevo MaxV_750.0,750.0,5.0,21,Vacuum mopping robot,10.2,240.0,67.0,Automatic dust emptying|Automatic water refill|Base station|Camera function|Carpet detection|Configurable cleaning programmes|Laser navigation|Obstacle detector|Programmable cleaning schedules|Programmable room boundary|Self-cleaning mop pads|Staircase safe,Amazon Alexa|Google Assistant|Google Home,Roborock,7000.0,0.33,0.08,Universal,20.0,300.0,240.0,240.0,Li-ion,5200.0,Q Revo,Compatible,12.31 kg,White
Roborock QRevo MaxV_836.0,836.0,5.0,21,Vacuum mopping robot,10.2,240.0,67.0,Automatic dust emptying|Automatic water refill|Base station|Camera function|Carpet detection|Configurable cleaning programmes|Laser navigation|Obstacle detector|Programmable cleaning schedules|Programmable room boundary|Self-cleaning mop pads|Staircase safe,Amazon Alexa|Google Assistant|Google Home,Roborock,7000.0,0.33,0.08,Universal,,300.0,240.0,240.0,Li-ion,5200.0,Q Revo,Compatible,12.31 kg,Black
Dreame D9 Max,232.0,4.6,45,Vacuum mopping robot,9.7,150.0,65.0,Laser navigation,Google Assistant,Dreame,4000.0,0.57,0.27,Carpet|Laminate|Parquet flooring|Tiles,20.0,250.0,150.0,180.0,,5200.0,,Compatible,3.70 kg,Black
Roborock Q7 Max_354.0,354.0,4.5,29,Vacuum mopping robot,9.65,180.0,67.0,Laser navigation,Amazon Alexa|Google Home,Roborock,4200.0,0.47,0.35,Carpet|Hard floor|Tiles,,300.0,180.0,360.0,Li-ion,5200.0,,Compatible,3.70 kg,Black
Roborock Q7 Max_41590.0,415.9,4.5,29,Vacuum mopping robot,9.65,180.0,67.0,Laser navigation,Amazon Alexa|Google Home,Roborock,4200.0,0.47,0.35,Carpet|Hard floor|Tiles,,300.0,180.0,360.0,Li-ion,5200.0,,Compatible,5 kg,White
"Xiaomi Mi Robot Vacuum S10, black",1790.4,4.8,12,Vacuum mopping robot,9.45,120.0,65.0,Obstacle detector,Amazon Alexa,Xiaomi,4000.0,0.3,0.17,Linoleum,20.0,,120.0,360.0,Li-ion,3200.0,,Compatible,4.80 kg,White
Ecovacs Vacuum mopping robot X2 COMBO,762.0,5.0,2,Vacuum mopping robot,9.5,210.0,65.0,Base station|Programmable room boundary,Amazon Alexa|Google Assistant,Ecovacs,8700.0,0.42,0.18,Universal,22.0,140.0,210.0,330.0,Li-ion,6400.0,,Compatible,5 kg,Black
Roborock S8,539.34,4.7,243,Vacuum mopping robot,9.65,180.0,67.0,Camera function|Carpet detection|Obstacle detector|Staircase safe,Google Assistant,Roborock,6000.0,0.4,0.3,Carpet|Hard floor|Tiles,,300.0,180.0,360.0,Li-ion,5200.0,S8,Compatible,4.80 kg,White
Samsung Jet Bot AI+ VR9500,829.0,4.5,40,Robot vacuum,13.65,90.0,74.0,Base station|Camera function|Laser navigation|Obstacle detector|Programmable room boundary,Google Assistant,Samsung,,0.2,0.2,Carpet|Hard floor,,,90.0,240.0,Li-ion,,,Compatible,0 kg,White
Proscenic Q8 Saugroboter mit Wischfunktion,189.0,1.0,1,Vacuum mopping robot,9.7,200.0,,,,Proscenic,4200.0,0.35,0.25,Carpet,,230.0,200.0,,,3200.0,,,,
Narwhal Freo X Ultra,706.0,,1,Vacuum mopping robot,10.6,180.0,58.0,Base station,Apple Siri,,,,,,,,180.0,,,,,Compatible,,White
Roborock S6 Pure,356.3,4.7,448,Robot vacuum,9.65,150.0,69.0,Infrared sensor,Amazon Alexa,Roborock,2000.0,0.46,0.18,Carpet|Hard floor,,,150.0,360.0,Li-ion,5200.0,,Compatible,6 kg,Black
Roborock S7 Max Ultra_720.0,720.0,4.5,148,Vacuum mopping robot,9.65,180.0,67.0,Base station|Laser navigation,Amazon Alexa|Apple Siri|Google Assistant,Roborock,5500.0,0.35,0.2,Carpet|Hard floor|Tiles,20.0,300.0,180.0,240.0,,5200.0,S7 Max Ultra,Compatible,13.60 kg,"Black, Grey"
Roborock S7 Max Ultra_730.0,730.0,4.5,148,Vacuum mopping robot,9.65,180.0,67.0,Base station|Laser navigation,Amazon Alexa|Apple Siri|Google Assistant,Roborock,5500.0,0.35,0.2,Carpet|Hard floor|Tiles,20.0,300.0,180.0,240.0,Li-ion,5200.0,S7 Max Ultra,Compatible,13.60 kg,White
Ecovacs Deebot X8 Pro Omni,1042.0,3.0,2,Robot vacuum,9.8,145.0,65.0,Obstacle detector,Amazon Alexa|Google Assistant,Ecovacs,18000.0,0.22,0.11,Carpet|Hard floor|Laminate|Linoleum|Parquet flooring|Tiles,20.0,156.0,145.0,258.0,Li-ion,6400.0,,Compatible,5.30 kg,Black
Ecovacs Deebot Ozmo 950,453.6,4.3,257,Vacuum mopping robot,9.3,200.0,66.0,Laser navigation|Obstacle detector|Programmable room boundary|Staircase safe,Amazon Alexa,Ecovacs,1500.0,0.43,0.24,Carpet|Hard floor,20.0,250.0,200.0,300.0,Li-ion,5200.0,,Compatible,4.50 kg,Black
Medion MD 11782 X10,177.0,,257,Robot vacuum,9.5,120.0,65.0,Laser navigation,Amazon Alexa|Apple Home|Google Assistant,Medion,2700.0,0.3,0.3,Carpet|Hard floor,,,120.0,300.0,Li-ion,2500.0,,Compatible,3.20 kg,White
iRobot Roomba i3,338.07,4.5,75,Robot vacuum,9.2,90.0,70.0,Obstacle detector|Programmable cleaning schedules|Programmable room boundary|Staircase safe,Amazon Alexa|Apple Siri|Google Assistant|IFTTT|Swisscom HOME App,iRobot,,0.4,,Carpet|Laminate|Parquet flooring|Plastic|Stone|Tiles|Tiles,16.0,185.0,90.0,90.0,Li-ion,1850.0,Roomba i3+,Compatible,3.18 kg,"Black, Gray, Grey"
Domo DO7293S,178.0,4.5,2,Robot vacuum,8.0,120.0,65.0,Programmable cleaning schedules,,Domo,,0.55,,Carpet|Laminate|Parquet flooring|Stone|Tiles,,,120.0,240.0,Li-ion,,,Not compatible,3.50 kg,Black
iRobot Roomba i7+,629.0,4.5,453,Robot vacuum,9.2,90.0,68.0,Base station|Camera function|Laser navigation|Obstacle detector|Programmable room boundary|Staircase safe,Amazon Alexa|Apple Siri|Google Assistant|IFTTT|Swisscom HOME App,iRobot,,1.7,0.4,Carpet|Hard floor,16.0,185.0,90.0,90.0,Li-ion,1850.0,,Compatible,3.38 kg,Black
Narwal Freo,519.0,4.2,20,Vacuum mopping robot,10.5,225.0,57.0,Base station|Carpet detection|Obstacle detector|Programmable room boundary|Staircase safe,Amazon Alexa|Apple Siri|Google Assistant,Narwal,3000.0,0.48,4.5,Carpet|Hard floor|Laminate|Linoleum|Parquet flooring|Tiles,20.0,,225.0,210.0,Li-ion,5200.0,,Compatible,13.10 kg,White
"eufy Clean RoboVac X8 Robot Vacuum Cleaner Black Compatible with Amazon Alexa, compatible with Google Home,...",562.0,5.0,1,Vacuum mopping robot,9.72,180.0,60.0,Laser navigation,Amazon Alexa|Google Home,eufy Clean,,0.4,0.4,,,,180.0,300.0,Li-ion,,,Compatible,3.50 kg,Black
Roborock S7 MaxV Plus,870.0,4.8,210,Robot vacuum,9.65,180.0,67.0,Base station|Camera function,Google Assistant,Roborock,5100.0,1.5,0.2,Carpet|Laminate|Linoleum|Tiles,20.0,,180.0,360.0,Li-ion,5200.0,S7 Max Ultra,Compatible,4.65 kg,Black
Ecovacs Robot vacuum cleaner N30 Pro omni Deebot,462.0,,210,Vacuum mopping robot,10.4,320.0,65.0,Area cleaning|Automatic water regulation,Google Assistant,Ecovacs,10000.0,0.35,3.5,Carpet|Hard floor|Linoleum|Parquet flooring|Tiles,20.0,,320.0,330.0,,5200.0,,Compatible,3.70 kg,Black
Ecovacs Deebot X1 Omni,1015.0,4.2,87,Vacuum mopping robot,10.3,140.0,68.0,Base station|Camera function|Obstacle detector|Programmable room boundary|Staircase safe,Amazon Alexa|Google Assistant,Ecovacs,5000.0,0.4,0.08,Universal,20.0,360.0,140.0,390.0,Li-ion,5200.0,,Compatible,17 kg,"Black, Gray"
Eureka Nere10s,306.0,,87,Vacuum mopping robot,9.7,180.0,83.0,Base station,Amazon Alexa|Google Assistant,Eureka,,,,,,,180.0,,,,,Compatible,,White
Electrolux ER61UW1DB,2030.4,1.5,2,Vacuum mopping robot,7.8,120.0,72.0,,,Electrolux,,0.22,,Laminate|Linoleum|Parquet flooring,,84.0,120.0,240.0,,,,Compatible,2.90 kg,"Blue, Denim Blue Solid"
Philips XU7100/02 PCIP,462.0,4.7,3,Vacuum mopping robot,9.7,180.0,65.0,Obstacle detector,Amazon Alexa,Philips,5000.0,3.26,0.24,Carpet|Hard floor,,,180.0,300.0,Li-ion,5200.0,,Compatible,4 kg,"Gold, Silk White, White"
Zaco V4 Max,183.0,,3,Robot vacuum,7.6,100.0,69.0,,Amazon Alexa|Google Home,Zaco,3000.0,0.3,0.3,Carpet|Parquet flooring|Tiles,,100.0,100.0,300.0,Li-ion,2600.0,,Compatible,2.10 kg,"Dark grey, Grey"
Xiaomi Mi Mop,1842.0,4.5,65,Robot vacuum,8.2,90.0,60.0,Camera function,Amazon Alexa,Xiaomi,2500.0,0.6,0.2,Universal,20.0,,90.0,180.0,Li-ion,2400.0,,Compatible,3.60 kg,White
Philips 3000 series XU3000/01,530.9,5.0,4,Vacuum mopping robot,9.0,230.0,54.0,Infrared sensor|Laser navigation|Programmable room boundary,Amazon Alexa,Philips,4000.0,35.0,3.0,Carpet|Hard floor,17.0,150.0,230.0,3900.0,Li-ion,4800.0,,Compatible,38 kg,"Beluga Metallic, Black, Dark"
iRobot Roomba Combo Y05,195.0,4.0,1,Vacuum mopping robot,8.5,120.0,,Base station,Amazon Alexa|Google Home,iRobot,,0.4,0.2,Carpet|Hard floor|Laminate|Linoleum|Parquet flooring|Tiles|Wood,,,120.0,,Li-ion,,Roomba Combo j5,Compatible,2.80 kg,White
Kärcher RCF 3,333.0,4.0,13,Mopping robot,12.0,120.0,,,,Kärcher,,1.15,0.43,Carpet|Laminate|Parquet flooring|Tiles,15.0,80.0,120.0,180.0,Li-ion,5200.0,,Not compatible,4.50 kg,"Black, White"
Roborock Q8 Max+_479.0,479.0,4.6,34,Vacuum mopping robot,9.65,240.0,67.0,Carpet detection|Independent emptying,Amazon Alexa|Google Assistant,Roborock,5500.0,0.35,0.35,Carpet|Laminate|Parquet flooring|Tiles,20.0,300.0,240.0,360.0,Li-ion,5200.0,,Compatible,3.60 kg,Black
Roborock Q8 Max+_517.0,517.0,4.6,34,Vacuum mopping robot,9.65,240.0,67.0,Independent emptying,Amazon Alexa,Roborock,5500.0,0.47,0.35,Carpet|Hard floor,20.0,300.0,240.0,360.0,Li-ion,5200.0,,Compatible,3.60 kg,White
Dreame X40 Ultra,920.0,2.3,3,Robot vacuum,15.0,180.0,76.0,Automatic dust emptying|Base station|Independent emptying|Obstacle detector,Amazon Alexa|Google Assistant,Dreame,12000.0,0.3,0.3,Carpet|Hard floor,,,180.0,270.0,Li-ion,6400.0,X40 Ultra Complete,Compatible,14.90 kg,White
Zaco M1S,458.25,,3,Vacuum mopping robot,9.65,180.0,72.0,Infrared sensor|Laser navigation,,Zaco,3200.0,0.45,4.0,Carpet,,250.0,180.0,18000.0,,5200.0,,Compatible,4.65 kg,White
Neato D9,519.34,3.7,10,Robot vacuum,10.2,200.0,68.0,Camera function|Laser navigation|Programmable room boundary,Amazon Alexa|Google Assistant,Neato Robotics,,0.7,,Carpet|Hard floor,,,200.0,100.0,Li-ion,,,Compatible,3.34 kg,Black
Ecovacs Deebot Ozmo T8 AIVI+,783.0,4.3,212,Vacuum mopping robot,9.36,180.0,67.0,Base station|Laser navigation|Obstacle detector|Programmable room boundary|Staircase safe,Amazon Alexa|Google Assistant,Ecovacs,,0.43,0.24,Carpet|Laminate|Parquet flooring|Tiles,20.0,,180.0,390.0,Li-ion,5200.0,,Compatible,4.30 kg,Black
Aeco Vacubot X5 vacuum and mopping robot,1245.4,,212,Vacuum mopping robot,9.4,160.0,68.0,,,Aeco,5000.0,0.28,0.32,,,120.0,160.0,300.0,Li-ion,3200.0,,Compatible,2.60 kg,Black
Neatron Robot hoover,989.0,1.0,1,Vacuum mopping robot,7.0,90.0,49.0,,,Neatron,1800.0,0.6,0.2,Universal,,,90.0,180.0,Lithium,1200.0,,Compatible,0.68 kg,White
Zaco V5 Max,183.0,4.0,1,Vacuum mopping robot,7.9,300.0,70.0,Programmable cleaning schedules,Amazon Alexa|Google Assistant,Zaco,3000.0,0.3,0.25,Carpet|Hard floor,,120.0,300.0,300.0,Li-ion,3200.0,,Compatible,3 kg,"Champagne Gold, Gold"
Xiaomi E10C,1392.5,,1,Robot vacuum,8.0,110.0,,Base station|Obstacle detector,Amazon Alexa|Google Assistant,Xiaomi,4000.0,0.4,0.2,,,,110.0,,,2600.0,,Compatible,2 kg,Black
TP-Link Tapo RV20 Mop Plus,532.0,,1,Vacuum mopping robot,7.85,180.0,51.0,Base station,Amazon Alexa|Google Assistant,TP-Link,2700.0,4.0,0.3,,,,180.0,,,2600.0,,Compatible,,"Black, White"
Neato D8,2965.5,3.3,13,Robot vacuum,10.2,100.0,69.0,Laser navigation|Programmable room boundary,Amazon Alexa|Google Assistant,Neato Robotics,,0.7,,Carpet|Hard floor,,,100.0,100.0,Li-ion,,,Compatible,3.34 kg,"Blue, Indigo"
SwitchBot Mini Robot Vacuum K10+,434.0,2.0,1,Robot vacuum,9.2,,48.0,Obstacle detector,Amazon Alexa|Google Assistant,SwitchBot,2500.0,4.0,,Carpet|Hard floor|Parquet flooring|Tiles,20.0,,,,,3200.0,,Compatible,3 kg,White
Shark RV2800ZEEU,462.0,4.0,2,Robot vacuum,44.6,110.0,65.0,Carpet detection|Programmable cleaning schedules|Staircase safe,Amazon Alexa|Google Assistant,Shark,,0.3,2.1,Carpet|Hard floor|Laminate|Pad|Parquet flooring|Tiles|Tiles,,,110.0,240.0,Li-ion,,,Compatible,3.89 kg,Black
eufy Clean X8 Pro SES EU Version,453.0,,2,Robot vacuum,9.9,180.0,58.0,Obstacle detector,Amazon Alexa|Google Assistant,eufy,4000.0,0.3,0.27,,20.0,,180.0,330.0,,5200.0,,Compatible,9.24 kg,Black
Roborock Q Revo_628.0,628.0,4.6,116,Vacuum mopping robot,9.65,180.0,62.0,Obstacle detector|Programmable room boundary,Amazon Alexa|Apple Siri|Google Assistant,Roborock,5500.0,2.7,0.08,Carpet|Hard floor|Tiles,,400.0,180.0,240.0,Li-ion,5200.0,Q Revo,Compatible,3.80 kg,White
Roborock Q Revo_756.0,756.0,4.6,116,Vacuum mopping robot,9.65,180.0,62.0,Programmable room boundary,Amazon Alexa|Google Assistant,Roborock,5500.0,2.7,0.08,Hard floor,,400.0,180.0,240.0,Li-ion,5200.0,Q Revo,Compatible,3.80 kg,Black
Ecovacs Deebot X5 Omni,637.0,4.3,3,Vacuum mopping robot,9.5,217.0,67.9,Configurable cleaning programmes|Extendable side brushes|Infrared sensor,Amazon Alexa,Ecovacs,12800.0,0.25,4.0,Carpet,,400.0,217.0,264.0,Li,6400.0,,Compatible,4.20 kg,White
Midea I5C Swiss Edition,300.0,,3,Vacuum mopping robot,9.0,120.0,67.0,Programmable room boundary,,Midea,4000.0,0.43,0.45,Universal,18.0,130.0,120.0,120.0,Li-ion,2600.0,,Compatible,3 kg,White
Livoo Saugroboter,549.0,,3,Robot vacuum,8.0,70.0,67.0,,,Livoo,800.0,0.5,0.5,Carpet|Hard floor|Laminate|Linoleum|Parquet flooring|Tiles|Vinyl|Wood,10.0,,70.0,240.0,Lithium,1800.0,,,1.50 kg,Black
Makita DRC300Z,1564.0,1.0,1,Robot vacuum,20.4,240.0,62.0,,,Makita,,2.0,,,,600.0,240.0,,Li-ion,,,Not compatible,9.60 kg,White
Ecovacs Deebot 601,2856.0,3.0,1,Vacuum mopping robot,7.9,110.0,64.0,Obstacle detector|Staircase safe,Amazon Alexa,Ecovacs,,0.3,,Carpet|Hard floor,,,110.0,240.0,Li,2600.0,,Compatible,3.30 kg,Black
Philips XU2000/20,278.0,,1,Vacuum mopping robot,9.7,130.0,66.0,,,Philips,,0.38,0.3,,,,130.0,330.0,Li-ion,,,Compatible,3.10 kg,White
"Domo DO7298S Robot Vacuum and Mop Black App controlled, remote controlled, with wis",409.0,,1,Vacuum mopping robot,10.7,110.0,,,,Domo,,0.6,0.35,Carpet|Linoleum|Tiles|Wood,,,110.0,360.0,Li-ion,,,Compatible,9 kg,Black
Xiaomi Roidmi Eve Rook,274.0,,1,Robot vacuum,9.8,160.0,65.0,Configurable cleaning programmes|Extendable side brushes|Infrared sensor,Amazon Alexa,Xiaomi,5000.0,3.0,0.3,Carpet|Hard floor,18.0,,160.0,,Li-ion,3200.0,,Compatible,,"White, White (07)"
EZVIZ RS20 Pro,912.0,,1,Vacuum mopping robot,10.1,220.0,65.0,Obstacle detector|Staircase safe,Amazon Alexa|Google Assistant,EZVIZ,7200.0,0.35,0.1,Carpet|Hard floor|Tiles|Wood,,300.0,220.0,180.0,Li-ion,5200.0,,Compatible,,White
Eureka J15,689.0,,1,Vacuum mopping robot,1.0,,62.0,,,Eureka,,,,,,,,30.0,,,,Not compatible,,White
Dyson 360 Vis Nav,1299.0,3.4,23,Robot vacuum,9.7,50.0,76.0,Camera function|Infrared sensor|Programmable cleaning schedules,Amazon Alexa|Google Assistant,Dyson,,0.57,,Universal,,,50.0,150.0,,,,Compatible,5 kg,"Blue, Moulded Blue, Nickel"
Domo DO7296S,243.0,2.0,2,Vacuum mopping robot,7.5,129.0,60.0,Base station,Amazon Alexa,Domo,,0.6,,Carpet|Linoleum|Tiles|Wood,,,129.0,360.0,Li-ion,2600.0,,Compatible,4 kg,Black
Philips 7000 series XU7100/01,481.0,3.7,7,Vacuum mopping robot,9.7,180.0,66.0,Infrared sensor,Amazon Alexa,Philips,5000.0,24.0,24.0,Carpet|Hard floor|Linoleum,20.0,,180.0,300.0,Li-ion,5200.0,,Compatible,4 kg,"Black, Gold, Jet Black"
Samsung Jet Bot Combo AI Steam+ (VR9700),1440.05,4.4,7,Vacuum mopping robot,10.0,180.0,74.0,Area cleaning|Camera function|Removable water tank,Amazon Alexa|Google Assistant|Samsung Bixby,Samsung,6000.0,0.25,0.1,Fabric|Laminate,,,180.0,300.0,Li-ion,,,Compatible,23 kg,"Black, Offwhite"
Dreame L20 Ultra_89763.0,897.63,4.7,365,Vacuum mopping robot,10.38,180.0,63.0,Area cleaning|Automatic detergent addition|Automatic dust emptying|Automatic mop pad separation|Automatic power adjustment|Automatic water refill|Base station|Camera function|Carpet detection|Configurable cleaning programmes|Extendable wiping pads|Obstacle detector|Programmable room boundary|Removable water tank|Self-cleaning mop pads,Amazon Alexa|Apple Siri|Google Assistant,Dreame,7000.0,3.2,4.2,Carpet|Hard floor|Laminate|Parquet flooring|Tiles,20.0,,180.0,260.0,Li-ion,6400.0,,Compatible,4.30 kg,White
Dreame L20 Ultra_95346.0,953.46,4.7,365,Vacuum mopping robot,10.38,180.0,63.0,Area cleaning|Automatic detergent addition|Automatic dust emptying|Automatic mop pad separation|Automatic power adjustment|Automatic water refill|Base station|Camera function|Carpet detection|Configurable cleaning programmes|Extendable wiping pads|Obstacle detector|Programmable room boundary|Removable water tank|Self-cleaning mop pads,Amazon Alexa|Apple Siri|Google Assistant,Dreame,7000.0,3.2,4.2,Carpet|Hard floor|Laminate|Parquet flooring|Tiles,20.0,,180.0,260.0,Li-ion,6400.0,,Compatible,4.30 kg,Black
iRobot Roomba s9+,720.0,4.3,277,Robot vacuum,9.2,120.0,65.0,Base station|Programmable cleaning schedules|Programmable room boundary|Staircase safe,Amazon Alexa|Google Assistant,iRobot,,0.55,0.55,Carpet|Hard floor|Laminate|Linoleum|Parquet flooring|Tiles|Wood,16.0,220.0,120.0,120.0,Li-ion,3300.0,Roomba s9+,Compatible,3.40 kg,"Black, Copper"
Rowenta RR7867,369.0,,277,Robot vacuum,9.7,120.0,65.0,,Amazon Alexa|Google Assistant,Rowenta,,0.7,,,,,120.0,180.0,Li-ion,,,Compatible,3.86 kg,White
SwitchBot K10+,282.0,5.0,1,Robot vacuum,9.2,,48.0,Base station,,SwitchBot,2500.0,,,,,,,,Li-ion,3200.0,,Compatible,2.30 kg,"Black, White"
iRobot Roomba j7,425.89,4.1,116,Robot vacuum,8.7,90.0,60.0,Obstacle detector|Programmable cleaning schedules|Programmable room boundary|Staircase safe,Amazon Alexa|Google Assistant,iRobot,,0.4,0.0,Carpet|Laminate|Parquet flooring|Tiles,16.0,,90.0,120.0,Li-ion,2210.0,Roomba j7,Compatible,3.40 kg,"Black, Gray"
iRobot Roomba i7150,412.48,3.9,14,Robot vacuum,9.3,90.0,68.0,,Amazon Alexa|Google Assistant,iRobot,,0.4,,Carpet|Laminate|Parquet flooring|Stone|Tiles,20.0,,90.0,90.0,Li-ion,1800.0,,Compatible,3.38 kg,"Black, Grey, Silver grey"
eufy X10 Pro Omni EU,614.0,2.4,5,Vacuum mopping robot,9.7,120.0,,Obstacle detector,Amazon Alexa|Google Assistant,eufy,8000.0,2.5,3.0,Carpet,12.0,,120.0,,,5200.0,,Compatible,5.30 kg,Black
Teesa Vacuum cleaner SMART VAC cleaning robot 2,899.0,3.2,6,Robot vacuum,7.7,90.0,52.0,Programmable room boundary,,Teesa,1000.0,0.2,,Carpet|Hard floor,,,90.0,360.0,Lithium,2000.0,,Compatible,1.60 kg,Black
Nordväl HC104 Triple Spin,429.0,,6,Mopping robot,9.9,120.0,43.0,Obstacle detector,,Nordväl,,,,Laminate|Parquet flooring|Stone|Tiles|Wood,,,120.0,170.0,,,,Compatible,3.99 kg,Grey
Tesla RoboStar iQ400 Plus,259.0,,6,Robot vacuum,7.5,,,Base station,Amazon Alexa|Google Home,Tesla,3000.0,0.34,0.25,,,,,,,2600.0,,Compatible,,White
Dreame L10s Plus,539.39,4.9,15,Vacuum mopping robot,9.68,155.0,60.0,Carpet detection|Obstacle detector,Amazon Alexa|Google Assistant,Dreame,7000.0,4.0,0.3,Carpet|Hard floor,,145.0,155.0,,,5200.0,,Compatible,3.74 kg,White
Ecovacs Deebot T9+,509.0,4.4,108,Vacuum mopping robot,9.3,175.0,67.0,Base station|Laser navigation|Obstacle detector|Programmable room boundary|Staircase safe,Amazon Alexa|Google Assistant,Ecovacs,3000.0,0.42,0.18,Carpet|Laminate|Parquet flooring|Tiles,20.0,,175.0,390.0,Li-ion,3200.0,,Compatible,7.90 kg,White
TP-Link Tapo RV20 Mop Robot Vacuum Cleaner,226.0,,108,Vacuum mopping robot,7.8,180.0,51.0,Automatic dust emptying|Base station|Independent emptying,Amazon Alexa|Google Assistant,TP-Link,2700.0,0.4,0.3,,,,180.0,,,2600.0,,Compatible,3.25 kg,"Black, White"
Ecovacs Robot vacuum cleaner,657.0,5.0,2,Vacuum mopping robot,39.4,260.0,67.9,Base station,Amazon Alexa|Google Assistant,Ecovacs,12800.0,0.25,0.09,Carpet|Hard floor,20.0,35.0,260.0,270.0,Li-ion,6400.0,,Compatible,15.20 kg,Black
TP-Link Tapo RV30 Max Plus,370.96,5.0,5,Vacuum mopping robot,10.0,150.0,55.0,Base station,Amazon Alexa|Google Assistant,TP-Link,5300.0,3.0,0.3,,,,150.0,,,2600.0,,Compatible,,Black
Xiaomi Roidmi EVE CC,227.0,5.0,1,Vacuum mopping robot,9.7,180.0,76.0,Automatic dust emptying|Automatic power adjustment,,Xiaomi,3800.0,0.26,0.3,Hard floor|Laminate|Linoleum|Parquet flooring|Tiles|Wood,17.0,,180.0,190.2,Li-ion,3200.0,,Compatible,2.80 kg,"White, White/Black"
Zaco V5sPro,137.0,4.2,16,Vacuum mopping robot,8.1,120.0,65.0,Base station,Amazon Alexa|Google Assistant,Zaco,,0.3,0.3,Universal,,,120.0,348.0,Li-ion,2400.0,,Compatible,2.20 kg,"Gold, White"
"Nordval Nordväl HC101 Mop Robot with 2 Mop Pads, 9 Programs Remote Control",299.0,5.0,1,Robot vacuum,,,,,,,,,,Laminate|Parquet flooring|Stone|Tiles|Wood,,,,,,,,Compatible,,
